
7133	Astmoos
7134	Adonisröschen
7135	xx
7136	Mohngewächse
7137	Klatsch-Mohn
7138	Schöllkraut
7141	Rosenartige
7142	Steinobstartige
7143	Kernobstartige
7144	xx
7145	xx
7146	xx
7147	Ahorngewächse
7148	xx
7149	Acer campestre
7150	Feld-Ahorn
7151	Spitz-Ahorn
7152	Berg-Ahorn
7153	Springkrautgewächse
7154	Springkraut
7155	Drüsiges Springkraut
7156	Rühr-mich-nicht-an
7157	Kleinblütiges Springkraut
7158	Doldenartige
7159	Efeugewächse
7160	Doldengewächse
7161	Efeu
7162	Kümmel
7163	Karotte
7164	Muttern
7165	Wiesen-Kerbel
7166	Villars Kerbel
7167	Baumtropfen
7168	Grosse Sterndolde
7169	Bärenklau
7170	Riesen-Bärenklau
7171	Wiesen-Bärenklau
7172	Meisterwurz
7173	Sanikel
7174	Viola
7175	xx
7176	Malve
7177	xx
7178	Hornstrauch
7179	xx
7180	Witwenblume
7181	Skabiose
7182	xx
7183	xx
7184	Röhrenblütige
7185	Asterartige
7186	xx
7187	Braunwurzartige
7188	Nachtschattenartige
7189	Taubnesselartige
7190	Rauhhaargewächse
7191	Windengewächse
7192	Seidengewächse
7193	Nachtschattengewächse
7194	Zaunwinde
7195	Acker-Winde
7196	Teufelszwirn
7197	Tollkirsche
7198	Stechapfel
7199	Nachtschatten
7200	Bittersüss
7201	Kartoffel
7202	Natterkopf
7203	Himmelsherold
7204	Vergissmeinnicht
7205	Alpen-Vergissmeinnicht
7206	Acker-Vergissmeinnicht
7207	Dunkelgrünes Lungenkraut
7208	Echte Wallwurz
7209	Schmetterlingsstrauchgewächse
7210	Kugelblumengewächse
7211	Wasserschlauchgewächse
7212	Sommerwurzgewächse
7213	Wegerichgewächse
7214	Braunwurzgewächse
7215	Sommerflieder
7216	Herzblättrige Kugelblume
7217	Fettblatt
7218	Alpen-Fettblatt
7219	Gewöhnliches Fettblatt
7220	Thymian-Sommerwurz
7221	Wegerich
7222	Alpen-Wegerich
7223	Berg-Wegerich
7224	Spitz-Wegerich
7225	Breit-Wegerich
7226	Mittlerer Wegerich
7227	Ehrenpreis
7228	Bachbungen-Ehrenpreis
7229	Gamander-Ehrenpreis
7230	Feld-Ehrenpreis
7231	Rosetten-Ehrenpreis
7232	Feinstieliger Ehrenpreis
7233	Felsen-Ehrenpreis
7234	Efeublättriger Ehrenpreis
7235	Persischer Ehrenpreis
7236	Kleines Leinkraut
7237	Grossblütiger Fingerhut
7238	Leinkraut
7239	Alpen-Leinkraut
7240	Gewöhnliches Leinkraut
7241	Alpen-Bartschie
7242	Gewöhnlicher Augentrost
7243	Wachtelweizen
7244	Wiesen-Wachtelweizen
7245	Wald-Wachtelweizen
7246	Läusekraut
7247	Knolliges Läusekraut
7248	Quirlblättriges Läusekraut
7249	Klappertopf
7250	Behaarter Klappertopf
7251	Kleiner Klappertopf
7252	Lampen-Königskerze
7253	Lippenblütler
7254	Eisenkrautgewächse
7255	Eisenkraut
7256	Günsel
7257	Pyramiden-Günsel
7258	Kriechender Günsel
7259	Gewöhnliche Gundelrebe
7260	Gamander
7261	Berg-Gamander
7262	Alpen-Steinquendel
7263	Hohlzahn
7264	Gewöhnlicher Hohlzahn
7265	Taubnessel
7266	Weisse Taubnessel
7267	Gefleckte Taubnessel
7268	Berg-Goldnessel
7269	Purpur-Taubnessel
7270	Gewöhnliche Brunelle
7271	Salbei
7272	Klebrige Salbei
7273	Wiesen-Salbei
7274	Ziest
7275	Aufrechter Ziest
7276	Wald-Ziest
7277	Dost
7278	Feld-Thymian
7279	Acker-Minze
7280	Knabenkraut
7281	xx
7282	Ragwurz
7283	x
7284	Glatthafer
7285	Schwingel
7286	Rohr-Schwingel
7287	Wiesen-Schwingel
7288	Rot-Schwingel
7289	Walliser Schwingel
7290	Gewöhnliches Kammgras
7299	Blaugras
7826	sax
8159	Storchschnabelartige
8160	lijliu
9308	Berg-Hauswurz
